丂乗乗搒撪朸強丅=　――都内某处。
丂婥傑偢偄捑栙乧乧丅=　尴尬的沉默……
丂尵偊側偄乧乧尵偊傞傢偗丄側偄乧乧丅=　说不出口……怎么可能说得出口……
搤庽乽埁偪傖傫丄晹妶偺屻偩傛偹乿=冬树「葵，刚刚社团活动结束吧」
搤庽乽偍暊丄嬻偄偰傞傫偠傖側偄丠丂傕偟傛偐偭偨傜丄摴憪怘偭偰偄偙偆傛丅偍偛傞傛丠乿=冬树「是不是饿了？如果你不介意的话，我们去吃点东西吧。我请客哦？」
丂偍孼偪傖傫偼傗偭傁傝廮傜偐側徫傒傪晜偐傋偨傑傑丄榖戣傪曄偊偰偔傟偨丅=　哥哥果然还是带着温柔的微笑，帮忙转移了话题。
丂傢偨偟偼乧乧偠偭偲搤庽偍孼偪傖傫傪尒偮傔偨丅=　静静地凝视着冬树哥哥。
丂傢偨偟偺偙偲傪怱攝偟偰偔傟側偑傜丄怺偔傑偱棫偪擖偭偰偙側偄偍孼偪傖傫丅=　哥哥虽然担心我，却不会深入干涉我的事。
丂柍愑擟側堅傔傗椼傑偟傪尵偭偰偔傞傢偗偱傕側偔丄偱傕朤偵偄偰偔傟傛偆偲偡傞偍孼偪傖傫丅=　他既不会说些无责任的安慰或鼓励的话，却又总是想待在我身边的哥哥。
丂桪偟偄偍孼偪傖傫乧乧丅=　温柔的哥哥……
丂婥傪尛偭偰偔傟偰傞傫偩偹乧乧丅=　真是体贴呢……
丂搤庽偍孼偪傖傫側傜丅=　如果是冬树哥哥的话。
丂搤庽偍孼偪傖傫偵側傜丄崱偺婥帩偪傪丄憡択偟偰傕偄偄偐傕偟傟側偄丅=　如果是冬树哥哥的话，或许可以跟他商量现在的心情。
搤庽乽傫丠乿=冬树「嗯？」
埁乽偁偺偹丄偁偺乧乧乿=葵「那个，那个……」
丂偦傟埲忋丄傢偨偟偼岥偵弌偡偙偲偑偱偒側偐偭偨丅=　无法再说出更多。
丂尵偊側偄丅尵偊傞傢偗側偄丅=　说不出口。根本无法说出口。
丂偁傫側偙偲乧乧丅=　那种事……
丂傢偨偟偼丄墭傟偰偟傑偭偨乧乧側傫偰丄尵偊側偄乧乧両=　我已经变得肮脏了……这种话，怎么可能说得出口……！
丂傢偨偟偼怬傪姎傒偟傔偨丅=　紧咬着嘴唇。
搤庽乽埁偪傖傫丠丂偳偆偟偨偺丠乿=冬树「葵？怎么了？」
丂傢偨偟偼僴僢偲変偵曉偭偨丅=　猛然回过神来。
埁乽偊偭丄偁丄偁偺偹乧乧乿=葵「诶，啊，那个……」
丂傢偨偟偼尵梩傪慖傃側偑傜丄嫻偺撪傪乧乧嫻偺拞偵偟偙傝偺傛偆偵堷偭偐偐偭偰偄傞堘榓姶傪丄揻偒弌偟偨丅=　仔细斟酌着用词，将心中……那如同梗在胸口的违和感吐露了出来。
埁乽壗偩偐嵟嬤丄傢偨偟偺廃埻偺恖偨偪偑丄偍偐偟偄偺乧乧乿=葵「总觉得最近，我周围的人变得有些奇怪……」
搤庽乽偍偐偟偄偭偰丠乿=冬树「奇怪？怎么个奇怪法？」
丂偍孼偪傖傫偑傑偠傔側昞忣偵側偭偨丅=　哥哥的表情变得严肃起来。
埁乽暘偐傜側偄乧乧偱傕丄傢偨偟偺傑傢傝偱壗偐偑婲偙偭偰傞傛偆側婥偑偡傞偺乿=葵「说不清楚……但总感觉，我周围正在发生什么」
丂偳偡崟偄乧乧嫸婥傪懷傃偨帇慄丅=　阴暗……带着疯狂的眼神。
丂嶦婥偵傕帡偨丄嫮楏偵曻偨傟傞婥攝丅=　类似杀气的，强烈散发出的气息。
丂偦偆偄偭偨傕偺傪丄偙偙壗擔偐丄偢偭偲姶偠偰偄傞丅=　这几天一直能感受到这样的东西。
丂偢偭偲丄扤偐偵尒傜傟偰偄傞傛偆側丄偦傫側婥偑偡傞丅=　一直有种被人盯着看的感觉。
丂傢偨偟傪廝偭偨恖偩偗偠傖側偄丅=　不仅仅是袭击我的那个人。
丂偦傟埲奜偵傕丄壗恖傕乧乧丅=　除此之外，还有好几个人……
埁乽暘偐傜側偄偐傜丄晐偄偺乧乧丅廐恖傕丄偳偙偐偍偐偟偄偟乧乧偳偙偭偰柧妋偵偼暘偐傜側偄偗偳丄壗偩偐偄偮傕偲堘偆婥偑偡傞乧乧乿=葵「因为不明白，所以很害怕……秋人也变得有些奇怪……虽然说不清楚哪里奇怪，但总觉得和平常不一样……」
埁乽廐恖偼娭學側偄偺偐傕偟傟側偄偗偳乧乧偲偵偐偔曄側偺丅偳偆偟偰傢偨偟偵壗傕尵偭偰偔傟側偄傫偩傠偆乧乧暘偐傜側偄偙偲偩傜偗乧乧乿=葵「也许秋人和这件事无关……但总之很奇怪。为什么她什么都不告诉我呢……有太多不明白的事了……」
丂傢偨偟偼偨傑傜側偔側偭偰摢傪書偊偨丅=　忍不住抱住了头。
丂乧乧堘偆丅=　……不对。
丂偦傫側偙偲傪丄憡択偟偨偄傫偠傖側偄乧乧丅=　不是想要商量这种事情……
丂偱傕偳偆偟偰傕丄傢偨偟偵偼帠幚傪尵偆桬婥偑側偐偭偨丅=　但无论如何，都没有勇气说出事实。
丂偍孼偪傖傫偵丄寉曁偝傟偨偔側偐偭偨丅=　不想被哥哥轻蔑。
搤庽乽乧乧偦偆偐丅暘偐偭偨乿=冬树「……这样啊。明白了」
埁乽偍孼偪傖傫丠乿=葵「哥哥？」
丂婄傪忋偘丄偡偑傞傛偆偵偍孼偪傖傫傪尒偨丅=　抬起头，像是寻求依靠般看着哥哥。
丂搤庽偍孼偪傖傫偼丄摼怱偟偨傛偆偵偆側偢偄偨丅=　冬树哥哥似乎心领神会地点了点头。
搤庽乽杔偺曽偐傜丄偦傟偲側偔廐恖偵恥偄偰傒傞傛丅傕偪傠傫丄埁偪傖傫偑擸傫偱傞偭偰偙偲偼撪弿偱乿=冬树「我会找机会旁敲侧击地问问秋人。当然，不会说葵在烦恼这件事」
丂偍孼偪傖傫偼徫偭偰尒偣偰偔傟偨丅=　哥哥对我露出了笑容。
丂偦偺徫婄偵丄偱傕傢偨偟偼柇側晧偄栚傪姶偠傞丅=　面对那个笑容，却莫名感到一种负罪感。
丂偍孼偪傖傫偺徫婄乧乧傢偨偟偵偼丄峥偟偡偓傞傛乧乧丅=　哥哥的笑容……对我来说，太耀眼了……
搤庽乽偱傕丄崱偼婥偵偟側偄傛偆偵偟偨曽偑偄偄偲巚偆丅傑偭偨偔婥偵偡傞側偭偰偄偆偺偼柍棟偩傠偆偗偳乿=冬树「不过，我觉得现在最好别太在意。虽然完全不在意可能有点困难」
搤庽乽埁偪傖傫偼丄徫偭偰傞傎偆偑帡崌偆偐傜偹乿=冬树「葵笑起来更好看呢」
埁乽偆丄偆傫乧乧乿=葵「嗯、嗯……」
丂傢偨偟偼偲傝偁偊偢偆側偢偒丄昁巰偵徫婄傪嶌傠偆偲偟偨丅=　姑且点了点头，拼命想挤出笑容。
丂偱傕乧乧偱偒側偐偭偨丅=　但是……做不到。
丂帺暘偱丄婄偑堷偒偮偭偰偄傞偺偑暘偐傞丅=　自己能感觉到，脸上的表情很僵硬。
丂偨傑傜偢丄傢偨偟偼婄傪暁偣偨丅=　忍不住，低下了头。
丂偁偁乧乧偍孼偪傖傫乧乧丅=　啊啊……哥哥……
丂徫偊側偄傛乧乧丅=　笑不出来啊……
丂傢偨偟丄偆傑偔徫偊側偄乧乧丅=　我，无法好好地笑出来……
搤庽乽埁偪傖傫丠乿=冬树「葵？」
搤庽乽埁偪傖乗乗乿=冬树「葵——」
埁乽偁偺乿=葵「那个」
丂傢偨偟偼搤庽偍孼偪傖傫偺尵梩傪幷傝丄棫偪忋偑偭偨丅=　打断了冬树哥哥的话，站了起来。
埁乽偦傠偦傠丄婣傠偆丠乿=葵「差不多该回去了吧？」
丂偍孼偪傖傫偺婄傪尒傟側偄傑傑丄傢偨偟偼偮傇傗偄偨丅=　无法直视哥哥的脸，低声呢喃道。
丂偍孼偪傖傫偼嬃偄偨條巕偩偭偨偗偳丄=　哥哥似乎很惊讶，但是
搤庽乽乧乧偦偆偩偹乿=冬树「……是啊」
丂壗傕尵傢偢偵丄偆側偢偄偰偔傟偨丅=　什么也没说，只是点了点头。
搤庽乽壗偑丠乿=冬树「什么？」
丂偍孼偪傖傫偼丄傢偞偲偲傏偗偰偔傟傞丅=　哥哥故意装傻充愣。
丂偦傫側婥尛偄偑丄彮偟偩偗婐偟偐偭偨丅=　这样的体贴，让内心稍微有些欣喜。
丂偛傔傫偹丄偍孼偪傖傫乧乧丅=　对不起，哥哥……
丂傢偨偟偼丄怱偺拞偱傕偆堦搙偍孼偪傖傫偵幱偭偨丅=　在心里再次向哥哥道歉。
丂壠傑偱偺俆暘傎偳偺摴傪丄傢偨偟偲偍孼偪傖傫偼堦尵傕挐傜偢偵曕偄偨丅=　回家大约５分钟的路程，和哥哥一言不发地走着。
丂偍孼偪傖傫偵怽偟栿側偄丄偲巚偭偨偗偳丄傢偨偟偼偳偆偡傞偙偲傕偱偒側偐偭偨丅=　虽然觉得对不起哥哥，但也无能为力。
丂挐傠偆偲巚偭偰傕丄婥帩偪偑捑傫偱丄偦傟偳偙傠偠傖側偐偭偨丅=　想说话，但心情低落，根本无心开口。
丂偱傕丄偍孼偪傖傫偑椬傪曕偄偰偔傟偰偄傞偩偗偱丄彮偟埨怱偱偒偨丅=　不过，只要哥哥走在身边，就稍微能安心一些。
丂梉梲偑丄捑傫偱偄偭偨乧乧丅=　夕阳，缓缓沉落……
搤庽乽偠傖偁偹丄埁偪傖傫乿=冬树「那么再见了，葵」
丂傢偨偟偑偍孼偪傖傫偺惡偵僴僢偲変偵曉傞偲丄偦偙偼傕偆壠偺慜偩偭偨丅=　哥哥的声音让我猛然回过神来，发现已经到家门口了。
搤庽乽傑偨柧擔乿=冬树「明天见」
丂偍孼偪傖傫偑桪偟偔尵偭偰偔傟傞丅=　哥哥温柔地对我说道。
埁乽偆傫乧乧偽偄偽偄丄偍孼偪傖傫乿=葵「嗯……拜拜，哥哥」
丂傢偨偟偼彫偝偔庤傪怳偭偰丄帺暘偺壠偵嬱偗崬傫偩丅=　轻轻挥了挥手，就跑进了自己家。
丂偍孼偪傖傫偑嵟屻傑偱尒憲偭偰偔傟偰偄傞偺偼暘偐偭偰偄偨偗偳丄怳傝曉傞偙偲偑偱偒側偐偭偨丅=　知道哥哥一定会目送到最后，但却无法回头。
丂偦偆巚偭偰條巕傪偆偐偑偆偲丄晍抍傪摢偐傜偐傇偭偰偄傞偺偑尒偊偨丅=　这么想着偷偷观察了一下，看到被子整个盖住了头。
廐恖乽偙偺弸偄偺偵丄壗峫偊偰傞傫偩丠乿=秋人「这么热的天，你在想什么呢？」
丂壌偼偦傫側埁偺巔傪尒偨偩偗偱丄弸嬯偟偔側偭偨丅=　只是看到葵这样的姿态，就让我感到闷热难耐。
埁乽乧乧偆乧乧偆偆乧乧乿=葵「……呜……呜呜……」
丂偳偙偐傜偐丄惡偑暦偙偊偨婥偑偟偨丅=　似乎从某处听到了声音。
丂壌偼旣崻傪婑偣丄帹傪悷傑偟偨丅=　皱起眉头，仔细倾听。
埁乽乧乧偆偭乧乧偆偭乧乧乿=葵「……呜……呜……」
丂惷偐偩偭偨丅偦偺惷偗偝偺拞偱丄妋偐偵暦偙偊傞丅偡偡傝媰偔惡偑丅=　四周很安静。在这寂静中，确实能听到。那啜泣的声音。
丂壌偼僴僢偲偟偰丄傕偆堦搙埁傪尒偨丅=　恍然大悟，再次看向葵。
丂埁偺婄偼尒偊側偄丅晍抍傪摢偐傜偐傇偭偰偟傑偭偰偄傞丅=　看不到葵的脸。被子整个盖住了头。
丂偱傕丄偦偺晍抍偑傢偢偐偵恔偊偰偄偨丅=　但是，那被子在微微颤抖。
丂媰偄偰偄傞偺偼丄埁偩乧乧丅=　哭泣的是葵……
埁乽偆偆乧乧偖偡偭乧乧偆偭乧乧乿=葵「呜呜……呜……呜……」
丂墴偟嶦偟偨傛偆側媰偒惡偑丄崱偱偼偼偭偒傝暦偙偊偨丅=　现在能清楚地听到那压抑的哭声。
丂壌偼嫮偔怬傪姎傒偟傔偨丅=　狠狠地咬紧了嘴唇。
丂偳偆偡傞偙偲傕偱偒側偄丅=　无能为力。
丂壌偵偼丄偐偗偰傗傞尵梩偑側偄乧乧丅=　没有任何话语可以安慰她……
丂偡傑側偄丄埁乧乧丅=　对不起，葵……
丂偦傟偱傕丄堦搙婥偯偄偰偟傑偭偨媰偒惡偼丄偄傗偑偍偆偵傕帹偵撏偄偰偔傞丅=　然而，一旦注意到的哭声，不管愿不愿意都会传入耳中。
丂壌偼懴偊傜傟側偔偰丄帹傪嵡偄偩丅=　我无法忍受，捂住了耳朵。
丂偦偟偰丄偦偺傑傑偒偮偔栚傪暵偠偨丅=　然后，就那样紧紧闭上了眼睛。
丂偝偭偒尒偨偙偲傪朰傟丄昁巰偵柊傠偆偲偟側偑傜乧乧丅=　拼命想要忘记刚才看到的事，努力想要入睡……
丂壌偼怱抧傛偄傑偳傠傒偺拞偵偄傞丅=　正处于舒适的朦胧状态中。
丂傏傗偗偨帇奅偺柧傞偝偐傜偟偰丄偳偆傗傜挬傜偟偄丅=　从模糊视野中的亮度来看，似乎已经是早晨了。
丂偙偺傑傑柊偭偰偄傟偽丄傑偨埁偺儎僣偵扏偒婲偙偝傟傞僴儊偵側傞偩傠偆側乧丅=　如果就这样继续睡下去的话，恐怕又要被葵那家伙敲醒了吧……
丂傑偭偨偔丄偁偄偮偺婲偙偟曽偵偼偄偮傕暵岥偝偣傜傟傞丅=　真是的，那家伙的叫醒方式总是让人哑口无言。
丂傑偁丄寛偟偰埆偄婥偼偟側偄偗偳丅=　嘛，倒也不是完全讨厌就是了。
丂偁偄偮偺偍偐偘偱丄壌偼抶崗偣偢偵嵪傫偱偄傞傢偗偩偟丅=　多亏了那家伙，我才能一直没有迟到。
丂帪偵偼姶幱偺婥帩偪傕尒偣偰傗傜側偄偲側乧乧丅=　有时候也该表现出一些感谢的心情才行啊……
廐恖乽傆偀傢傢乣乣乧乧傑偩柊偄偧乧乿=秋人「呼啊啊啊～～……还是好困啊…」
丂壌偼傏傗偒側偑傜傕丄僔儑儃僔儑儃偡傞栚傪偙偠奐偗傞傛偆偵偟偰帪寁偵栚傪傗偭偨丅=　一边嘟囔着，一边努力睁开惺忪的双眼看向了时钟。
丂偟偐偟乧乧傓乣乣丄側傫偰旝柇側帪娫側傫偩丅=　但是……嗯～～，这时间也太微妙了吧。
丂偄偮傕偺栚妎傔偺帪娫傛傝偼傞偐偵憗偄帪娫偠傖側偄偐乧乧俆暘傕丅=　比平常起床的时间要早得多啊……整整５分钟。
丂偄偮傕側傜偙偺傑傑擇搙怮忬懺偵擖傞偲偙傠偩偑乧乧嶐擔偺偙偲傕偁傞偐傜丄埁偺偙偲偑婥妡偐傝偱傕偁偭偨丅=　平时的话这会儿就该二度睡眠了，但是……考虑到昨天的事，还是有点担心葵的情况。
廐恖乽婲偒傞傋偒偐乧乧傑偩怮偰偍偔傋偒偐乧乿=秋人「是该起床呢……还是该继续睡呢…」
丂僈僠儍儕丅=　咔嚓。
丂奒壓偐傜尯娭偺僪傾偑奐偔壒偑暦偙偊偰偒偨丅=　楼下传来了玄关门打开的声音。
丂傾僯僉偐側丠=　是老哥吗？
丂乧乧偄傗丄傾僯僉偼傕偆弌偰偄傞帪娫偐丅=　……不对，老哥这个时间应该已经出门了。
丂偲偡傞偲丄埁偱偁傞壜擻惈偑崅偄偑乧丅=　那么，很有可能是葵吧…。
丂傗偑偰壌偺悇應傪棤懪偪偡傞偐偺傛偆偵丄奒抜傪娚傗偐偵忋偭偰偔傞彫婥枴偺椙偄懌壒偑暦偙偊偰偒偨丅=　不久后，仿佛印证了推测一般，楼梯上传来了轻快悦耳的脚步声，缓缓上楼。
丂埁偩乧妋幚偵埁偩両=　是葵…绝对是葵！
丂偦偆妋怣偟偨弖娫丄壌偺擼枴慩傪崱傑偱庢傝姫偄偰偄偨柊婥偺塓偼堦婥偵悂偭旘傫偩両=　就在确信的那一刻，一直笼罩着我大脑的睡意瞬间烟消云散！
廐恖乽乮傆傆傆乧偙傟偼傑偨偲側偄戝僠儍儞僗偩両乯乿=秋人「嘿嘿嘿…这可是千载难逢的大好机会啊！」
廐恖乽乮埁偑僪傾傪奐偗偨弖娫亀傗偀丄埁丅偍偼傛偆亁偲偐尵偭偰傗傠偆両丂埁偺儎僣丄價僢僋儕偟偡偓偰崢傪敳偐偡偧両乯乿=秋人「等葵打开门的瞬间，我就说『哟，葵。早上好』！那家伙肯定会吓得腿软的！」
廐恖乽乮僋僋僋僋乧乧傾僀僣偺偙偲偩丅偒偭偲亀數偑摛揝朇嬺傜傢偝傟偨傛偆側婄亁傪偟偨偁偲丄亀廐恖偑偙傫側偵憗婲偒偡傞側傫偰両丂崱擔偼愥偐偟傜丠両亁偲偐儀僞儀僞側僊儍僌傪尵偆偵寛傑偭偰偄傞両両乯乿=秋人「呵呵呵……以那家伙的性格，肯定会先『一脸像鸽子被豆子枪击中』的表情，然后说『秋人居然这么早起床！今天是不是要下雪了？！』之类的老掉牙笑话！！」
廐恖乽乮尒偊傞丄尒偊傞偧両丂彫怱幰偺僴儉僗僞乕偺傛偆偵峇偰傆偨傔偔埁偺巔偑両乯乿=秋人「我能看到，我能看到！葵像个胆小的仓鼠一样慌慌张张的样子！」
廐恖乽乮偦偟偰嵟屻偵尵偭偰傗傞傫偩両乯乿=秋人「然后最后我要对她说！」
廐恖乽乮亀偍慜偺懚嵼側偳丄強慒偦偺掱搙側偺偝亁偭偰側偁偁偀両両乯乿=秋人「『你的存在，不过如此罢了』哈哈哈！！」
丂偦傫側嬻憐偵傎偔偦徫傒側偑傜丄壌偼偦偺弖娫偑朘傟傞偺傪懸偭偨丅=　我一边为这样的幻想暗自窃喜，一边等待着那一刻的到来。
丂偦偟偰奒抜傪忋偭偰偒偨懌壒偑丄壌偺晹壆偺慜偱棫偪巭傑傞丅=　然后，上楼的脚步声在我房间门前停了下来。
丂僈僠儍丅=　咔嚓。
廐恖乽偍偼傛偆丄埁丅崱擔傕偛嬯楯偝傫偩側乿=秋人「早上好，葵。今天也辛苦你了啊」
丂梊憐捠傝丄彑棙偺梋塁偐傜棃傞枮柺偺徫傒偱垾嶢傪偡傞壌偺巔偵丄埁偼堦弖偵偟偰屌傑偭偨丅=　正如预料的那样，面对我带着胜利余韵的满面笑容打招呼，葵瞬间僵住了。
丂傆傆傆丄偝偁両丂傕偭偲嫲傟偍偺偺偗両=　呵呵呵，来吧！更加恐惧战栗吧！
埁乽乧乧偁乣丄價僢僋儕偟偨丅婲偒偰傞側傜憗偔拝懼偊偰崀傝偰偒偰傛偹乿=葵「啊～，吓我一跳。既然醒了就赶紧换衣服下楼啊」
廐恖乽傊乧乧丠乿=秋人「啊……？」
埁乽壗傛丠丂側傫偱偦傫側亀數偑摛揝朇嬺傜傢偝傟偨傛偆側婄亁偟偰傞傢偗丠乿=葵「怎么了？为什么摆出一副『像鸽子被豆子枪击中』的表情啊？」
廐恖乽偦丄偦丄偦傟偼壌偺僙儕僼偩両両乿=秋人「那、那、那是我要说的台词！！」
丂埁偼栿偑暘偐傜側偄偲偄偭偨條巕偱婄傪偟偐傔傞偲丄僼儞僢偲傂偲偮旲懅傪偮偄偨丅=　葵一脸莫名其妙地皱起眉头，然后哼了一声。
埁乽偨傑偵憗婲偒偟偨傕傫偩偐傜丄帺枬偱傕偟傛偆偲偟偰偨偺丠丂偦傟偲傕丄傢偨偟偑傕偆彮偟嬃偄偰偁偘偨曽偑椙偐偭偨偺偐偟傜丠乿=葵「偶尔早起一次就想炫耀一下吗？还是说，你觉得我应该表现得更惊讶一点？」
埁乽尵偭偰偍偒傑偡偗偳丄廐恖偑憗婲偒偟偨偖傜偄偠傖丄愥傕崀傜側偄偟戝抧恔傕棾姫傕婲偒傑偣傫偐傜偹乿=葵「我可先说好了，就算秋人早起了，也不会下雪，更不会发生大地震或龙卷风哦」
廐恖乽側偭両乧偦丄偦傫側偙偲乧両乿=秋人「什！…这、这种事…！」
埁乽廐恖偺懚嵼側傫偰丄偦傫側傕偺傛丅傢偐偭偨丠乿=葵「秋人的存在，也就这种程度而已。明白了吗？」
丂乧乧側偤偦偙傑偱壌偺巚峫偑撉傔傞傫偩乧丅=　……为什么她能如此准确地读懂我的想法…。
丂壌偼偁傑傝偺攕杒姶偵丄僈僢僋儕偲尐傪棊偲偡偟偐側偐偭偨丅=　面对如此彻底的败北感，只能垂头丧气地耷拉着肩膀。
埁乽傑偭偨偔扨弮側傫偩偐傜乧乿=葵「真是单纯得不行啊…」
丂儃僜儕偲欔偄偨埁偺旂擏偵傕丄壌偼壗偺斀墳傕曉偣側偐偭偨丅=　对于葵小声嘟囔的讽刺，我却无法做出任何反应。
丂偔偦乣丄側傫偰偙偲偩乧乧壌偼壌偼乧乧丅=　可恶～，怎么会这样……我、我……
埁乽乧偲偵偐偔丄妛峑偵峴偔巟搙偟偰丅傢偨偟丄奜偱懸偭偰傞偐傜偹乿=葵「总之，快准备去学校吧。我在外面等你哦」
埁乽憗偔偟偰偹丄儂儞僩偵丅乧乧堦恖偩偲乧乿=葵「快点哦，真的。……一个人的话…」
廐恖乽乧偊丠乿=秋人「…嗯？」
丂傆偲丄帹偵撏偄偨埁偺僙儕僼偵丄壌偼埁偺曽傪尒忋偘偨丅=　突然，耳边传来葵的话语，抬头看向她的方向。
丂偲丄晹壆傪弌偰偄偙偆偲偟偰偄傞埁偺墶婄偑偲偰傕捑捝側昞忣傪偟偰偄偨丅=　只见正要离开房间的葵，侧脸上浮现出非常忧郁的表情。
丂埁偼偦偺昞忣偑尒傜傟偨偔側偐偭偨偺偐丄偮偄偲婄傪攚偗傞偲丄偦偺傑傑僩僞僩僞偲憗懌偱奒抜傪崀傝偰偄偭偨丅=　葵似乎不想让人看到那副表情，迅速转过脸去，然后踏踏踏地快步下了楼梯。
